UNIX TIME,TIME,LAT,LONG,ALT,DIST,HR,CAD,TEMP,POWER
1179727200,2007-05-21T06:00:00Z,-26.636308,30.632064,1281.567,0,0,0,No Data,No Data
1179727206,2007-05-21T06:00:06Z,-26.636162,30.632014,1281.747,0,0168828,0,0,"No Data,No Data"
1179727208,2007-05-21T06:00:08Z,-26.636113,30.632027,1281.701,0,0224867,0,0,"No Data,No Data"
1179728304,2007-05-21T06:18:24Z,-26.659599,30.616361,1278.424,3,066566,0,0,"No Data,No Data"
1179728307,2007-05-21T06:18:27Z,-26.659556,30.616437,1278.898,3,075561,0,0,"No Data,No Data"
1179728312,2007-05-21T06:18:32Z,-26.659469,30.616556,1280.278,3,090846,0,0,"No Data,No Data"
1179728314,2007-05-21T06:18:34Z,-26.659440,30.616584,1280.719,3,09512,0,0,"No Data,No Data"
1179728317,2007-05-21T06:18:37Z,-26.659381,30.616640,1281.133,3,103734,0,0,"No Data,No Data"
1179728321,2007-05-21T06:18:41Z,-26.659352,30.616735,1281.413,3,113737,0,0,"No Data,No Data"
1179728324,2007-05-21T06:18:44Z,-26.659293,30.616775,1281.756,3,121382,0,0,"No Data,No Data"
1179728328,2007-05-21T06:18:48Z,-26.659219,30.616846,1282.332,3,132198,0,0,"No Data,No Data"
1179728329,2007-05-21T06:18:49Z,-26.659190,30.616875,1282.6,3,136495,0,0,"No Data,No Data"
1179728335,2007-05-21T06:18:55Z,-26.659058,30.616972,1282.649,3,154071,0,0,"No Data,No Data"
1179728337,2007-05-21T06:18:57Z,-26.659029,30.617002,1282.608,3,158458,0,0,"No Data,No Data"
1179728498,2007-05-21T06:21:38Z,-26.655951,30.619880,1284.19,3,605024,0,0,"No Data,No Data"
1179728556,2007-05-21T06:22:36Z,-26.654639,30.620602,1287.159,3,76779,0,0,"No Data,No Data"
1179728573,2007-05-21T06:22:53Z,-26.654967,30.620323,1286.068,3,813699,0,0,"No Data,No Data"
1179728583,2007-05-21T06:23:03Z,-26.655146,30.620123,1285.798,3,841859,0,0,"No Data,No Data"
1179728589,2007-05-21T06:23:09Z,-26.655231,30.620003,1286.143,3,857056,0,0,"No Data,No Data"
1179728594,2007-05-21T06:23:14Z,-26.655318,30.619885,1286.266,3,872225,0,0,"No Data,No Data"
1179728599,2007-05-21T06:23:19Z,-26.655409,30.619771,1286.348,3,88748,0,0,"No Data,No Data"
1179728614,2007-05-21T06:23:34Z,-26.655665,30.619455,1286.567,3,929942,0,0,"No Data,No Data"
1179728622,2007-05-21T06:23:42Z,-26.655790,30.619300,1286.235,3,950662,0,0,"No Data,No Data"
1179728635,2007-05-21T06:23:55Z,-26.656046,30.619098,1286.057,3,985594,0,0,"No Data,No Data"
1179728645,2007-05-21T06:24:05Z,-26.656252,30.618946,1285.491,4,013077,0,0,"No Data,No Data"
1179728650,2007-05-21T06:24:10Z,-26.656370,30.618872,1285.126,4,02816,0,0,"No Data,No Data"
1179728659,2007-05-21T06:24:19Z,-26.656568,30.618771,1284.779,4,052396,0,0,"No Data,No Data"
1179728667,2007-05-21T06:24:27Z,-26.656745,30.618666,1284.799,4,074752,0,0,"No Data,No Data"
1179728671,2007-05-21T06:24:31Z,-26.656859,30.618644,1284.879,4,087705,0,0,"No Data,No Data"
1179728675,2007-05-21T06:24:35Z,-26.656939,30.618687,1284.724,4,09772,0,0,"No Data,No Data"
1179728680,2007-05-21T06:24:40Z,-26.656922,30.618824,1284.232,4,111508,0,0,"No Data,No Data"
1179728689,2007-05-21T06:24:49Z,-26.656842,30.619043,1284.0,4,135014,0,0,"No Data,No Data"
1179728693,2007-05-21T06:24:53Z,-26.656779,30.619159,1284.0,4,148534,0,0,"No Data,No Data"
1179728707,2007-05-21T06:25:07Z,-26.656556,30.619427,1285.529,4,185005,0,0,"No Data,No Data"
1179728721,2007-05-21T06:25:21Z,-26.656294,30.619721,1285.66,4,226271,0,0,"No Data,No Data"
1179728729,2007-05-21T06:25:29Z,-26.656159,30.619866,1284.224,4,24713,0,0,"No Data,No Data"
1179728743,2007-05-21T06:25:43Z,-26.655899,30.620123,1282.976,4,285776,0,0,"No Data,No Data"
1179728757,2007-05-21T06:25:57Z,-26.655623,30.620385,1282.538,4,326,0,0,"No Data,No Data"
1179728763,2007-05-21T06:26:03Z,-26.655504,30.620501,1281.884,4,343584,0,0,"No Data,No Data"
1179728777,2007-05-21T06:26:17Z,-26.655254,30.620749,1281.771,4,380746,0,0,"No Data,No Data"
1179728790,2007-05-21T06:26:30Z,-26.655001,30.620963,1282.051,4,416041,0,0,"No Data,No Data"
1179728795,2007-05-21T06:26:35Z,-26.654897,30.621065,1281.757,4,431484,0,0,"No Data,No Data"
1179728804,2007-05-21T06:26:44Z,-26.654737,30.621237,1281.008,4,456153,0,0,"No Data,No Data"
1179728813,2007-05-21T06:26:53Z,-26.654579,30.621410,1279.409,4,480792,0,0,"No Data,No Data"
1179728816,2007-05-21T06:26:56Z,-26.654508,30.621461,1279.11,4,490158,0,0,"No Data,No Data"
1179728822,2007-05-21T06:27:02Z,-26.654596,30.621338,1279.991,4,505827,0,0,"No Data,No Data"
1179728847,2007-05-21T06:27:27Z,-26.655042,30.620859,1282.509,4,574615,0,0,"No Data,No Data"
1179728861,2007-05-21T06:27:41Z,-26.655310,30.620592,1282.514,4,614536,0,0,"No Data,No Data"
1179728888,2007-05-21T06:28:08Z,-26.655798,30.620062,1283.7,4,690278,0,0,"No Data,No Data"
1179728901,2007-05-21T06:28:21Z,-26.656021,30.619817,1284.425,4,725122,0,0,"No Data,No Data"
1179728913,2007-05-21T06:28:33Z,-26.656261,30.619595,1285.504,4,759869,0,0,"No Data,No Data"
1179728923,2007-05-21T06:28:43Z,-26.656444,30.619401,1285.138,4,787936,0,0,"No Data,No Data"
1179728941,2007-05-21T06:29:01Z,-26.656763,30.619071,1284.0,4,836367,0,0,"No Data,No Data"
1179728948,2007-05-21T06:29:08Z,-26.656905,30.618943,1284.0,4,856696,0,0,"No Data,No Data"
1179728955,2007-05-21T06:29:15Z,-26.657036,30.618819,1284.167,4,875768,0,0,"No Data,No Data"
1179728961,2007-05-21T06:29:21Z,-26.657150,30.618729,1284.148,4,891324,0,0,"No Data,No Data"
1179728970,2007-05-21T06:29:30Z,-26.657330,30.618579,1284.069,4,916262,0,0,"No Data,No Data"
1179728973,2007-05-21T06:29:33Z,-26.657394,30.618536,1284.102,4,924615,0,0,"No Data,No Data"
1179728978,2007-05-21T06:29:38Z,-26.657523,30.618484,1283.867,4,939945,0,0,"No Data,No Data"
1179728988,2007-05-21T06:29:48Z,-26.657392,30.618706,1283.789,4,966435,0,0,"No Data,No Data"
1179728998,2007-05-21T06:29:58Z,-26.657213,30.618925,1284.0,4,995987,0,0,"No Data,No Data"
1179729025,2007-05-21T06:30:25Z,-26.656716,30.619423,1285.682,5,070266,0,0,"No Data,No Data"
1179729054,2007-05-21T06:30:54Z,-26.656174,30.619955,1283.74,5,150525,0,0,"No Data,No Data"
1179729069,2007-05-21T06:31:09Z,-26.655881,30.620228,1282.324,5,192972,0,0,"No Data,No Data"
1179729096,2007-05-21T06:31:36Z,-26.655360,30.620721,1281.387,5,26893,0,0,"No Data,No Data"
1179729122,2007-05-21T06:32:02Z,-26.654876,30.621190,1280.711,5,340196,0,0,"No Data,No Data"
1179729132,2007-05-21T06:32:12Z,-26.654682,30.621379,1279.932,5,368789,0,0,"No Data,No Data"
1179729147,2007-05-21T06:32:27Z,-26.654419,30.621658,1279.005,5,409078,0,0,"No Data,No Data"
1179729152,2007-05-21T06:32:32Z,-26.654328,30.621726,1278.875,5,42126,0,0,"No Data,No Data"
1179729154,2007-05-21T06:32:34Z,-26.654256,30.621740,1278.914,5,429406,0,0,"No Data,No Data"
1179729165,2007-05-21T06:32:45Z,-26.654419,30.621511,1279.1,5,45852,0,0,"No Data,No Data"
1179729186,2007-05-21T06:33:06Z,-26.654757,30.621057,1282.425,5,517341,0,0,"No Data,No Data"
1179729228,2007-05-21T06:33:48Z,-26.655521,30.620269,1284.033,5,632976,0,0,"No Data,No Data"
1179729248,2007-05-21T06:34:08Z,-26.655901,30.619894,1284.23,5,689409,0,0,"No Data,No Data"
1179729285,2007-05-21T06:34:45Z,-26.656615,30.619211,1284.451,5,793938,0,0,"No Data,No Data"
1179729316,2007-05-21T06:35:16Z,-26.657216,30.618668,1284.018,5,879895,0,0,"No Data,No Data"
1179729329,2007-05-21T06:35:29Z,-26.657459,30.618459,1284.08,5,914056,0,0,"No Data,No Data"
1179729339,2007-05-21T06:35:39Z,-26.657673,30.618303,1283.376,5,942489,0,0,"No Data,No Data"
1179729347,2007-05-21T06:35:47Z,-26.657830,30.618169,1282.81,5,964466,0,0,"No Data,No Data"
1179729358,2007-05-21T06:35:58Z,-26.658034,30.617959,1282.101,5,995329,0,0,"No Data,No Data"
1179729363,2007-05-21T06:36:03Z,-26.658113,30.617869,1282.0,6,007852,0,0,"No Data,No Data"
1179729368,2007-05-21T06:36:08Z,-26.658222,30.617784,1282.0,6,022679,0,0,"No Data,No Data"
1179729370,2007-05-21T06:36:10Z,-26.658237,30.617735,1282.251,6,027806,0,0,"No Data,No Data"
1179729377,2007-05-21T06:36:17Z,-26.658082,30.617798,1282.0,6,046088,0,0,"No Data,No Data"
1179729405,2007-05-21T06:36:45Z,-26.657431,30.618115,1284.053,6,12507,0,0,"No Data,No Data"
1179729439,2007-05-21T06:37:19Z,-26.656650,30.618500,1285.058,6,220067,0,0,"No Data,No Data"
1179729455,2007-05-21T06:37:35Z,-26.656305,30.618743,1285.825,6,265417,0,0,"No Data,No Data"
1179729492,2007-05-21T06:38:12Z,-26.655554,30.619315,1287.471,6,366488,0,0,"No Data,No Data"
1179729509,2007-05-21T06:38:29Z,-26.655206,30.619584,1287.99,6,413557,0,0,"No Data,No Data"
1179729538,2007-05-21T06:38:58Z,-26.654636,30.620091,1288.102,6,494644,0,0,"No Data,No Data"
1179729556,2007-05-21T06:39:16Z,-26.654266,30.620386,1288.749,6,545204,0,0,"No Data,No Data"
1179729563,2007-05-21T06:39:23Z,-26.654136,30.620504,1288.379,6,56377,0,0,"No Data,No Data"
1179729571,2007-05-21T06:39:31Z,-26.654285,30.620369,1288.81,6,58507,0,0,"No Data,No Data"
1179729605,2007-05-21T06:40:05Z,-26.654991,30.619814,1287.01,6,681117,0,0,"No Data,No Data"
1179729642,2007-05-21T06:40:42Z,-26.655773,30.619263,1286.357,6,783988,0,0,"No Data,No Data"
1179729660,2007-05-21T06:41:00Z,-26.656166,30.619006,1285.801,6,834685,0,0,"No Data,No Data"
1179729675,2007-05-21T06:41:15Z,-26.656485,30.618779,1285.047,6,876811,0,0,"No Data,No Data"
1179729690,2007-05-21T06:41:30Z,-26.656795,30.618586,1285.0,6,916384,0,0,"No Data,No Data"
1179729711,2007-05-21T06:41:51Z,-26.657268,30.618316,1284.781,6,975576,0,0,"No Data,No Data"
1179729718,2007-05-21T06:41:58Z,-26.657430,30.618251,1284.176,6,994784,0,0,"No Data,No Data"
1179729723,2007-05-21T06:42:03Z,-26.657545,30.618183,1283.837,7,00928,0,0,"No Data,No Data"
1179729727,2007-05-21T06:42:07Z,-26.657642,30.618146,1283.488,7,020704,0,0,"No Data,No Data"
1179729734,2007-05-21T06:42:14Z,-26.657799,30.618114,1282.923,7,038478,0,0,"No Data,No Data"
1179729741,2007-05-21T06:42:21Z,-26.657626,30.618195,1283.544,7,059313,0,0,"No Data,No Data"
1179729757,2007-05-21T06:42:37Z,-26.657268,30.618350,1284.783,7,102014,0,0,"No Data,No Data"
1179729776,2007-05-21T06:42:56Z,-26.656813,30.618519,1285.0,7,155376,0,0,"No Data,No Data"
1179729815,2007-05-21T06:43:35Z,-26.655894,30.618904,1286.734,7,264588,0,0,"No Data,No Data"
1179729833,2007-05-21T06:43:53Z,-26.655482,30.619091,1288.457,7,314073,0,0,"No Data,No Data"
1179729864,2007-05-21T06:44:24Z,-26.654779,30.619469,1288.099,7,400834,0,0,"No Data,No Data"
1179729884,2007-05-21T06:44:44Z,-26.654348,30.619755,1287.121,7,456622,0,0,"No Data,No Data"
1179729890,2007-05-21T06:44:50Z,-26.654220,30.619817,1287.342,7,47211,0,0,"No Data,No Data"
1179729895,2007-05-21T06:44:55Z,-26.654110,30.619880,1287.86,7,485867,0,0,"No Data,No Data"
1179729908,2007-05-21T06:45:08Z,-26.654332,30.619627,1287.138,7,521161,0,0,"No Data,No Data"
1179729942,2007-05-21T06:45:42Z,-26.655048,30.619064,1290.456,7,618642,0,0,"No Data,No Data"
1179729975,2007-05-21T06:46:15Z,-26.655764,30.618627,1287.014,7,709456,0,0,"No Data,No Data"
1179729991,2007-05-21T06:46:31Z,-26.656119,30.618438,1286.97,7,753258,0,0,"No Data,No Data"
1179730021,2007-05-21T06:47:01Z,-26.656818,30.618123,1285.0,7,837185,0,0,"No Data,No Data"
1179730040,2007-05-21T06:47:20Z,-26.657259,30.617976,1284.247,7,8885,0,0,"No Data,No Data"
1179730045,2007-05-21T06:47:25Z,-26.657387,30.617940,1284.167,7,903222,0,0,"No Data,No Data"
1179730052,2007-05-21T06:47:32Z,-26.657561,30.617894,1283.906,7,9232,0,0,"No Data,No Data"
1179730054,2007-05-21T06:47:34Z,-26.657608,30.617917,1283.803,7,928988,0,0,"No Data,No Data"
1179730059,2007-05-21T06:47:39Z,-26.657512,30.617989,1283.964,7,941824,0,0,"No Data,No Data"
1179730093,2007-05-21T06:48:13Z,-26.656717,30.618335,1285.0,8,036753,0,0,"No Data,No Data"
1179730131,2007-05-21T06:48:51Z,-26.655830,30.618705,1287.003,8,142047,0,0,"No Data,No Data"
1179730164,2007-05-21T06:49:24Z,-26.655085,30.619104,1290.471,8,234018,0,0,"No Data,No Data"
1179730177,2007-05-21T06:49:37Z,-26.654800,30.619254,1289.154,8,269111,0,0,"No Data,No Data"
1179730196,2007-05-21T06:49:56Z,-26.654371,30.619485,1287.225,8,322128,0,0,"No Data,No Data"
1179730201,2007-05-21T06:50:01Z,-26.654242,30.619527,1287.51,8,337047,0,0,"No Data,No Data"
1179730206,2007-05-21T06:50:06Z,-26.654114,30.619551,1287.875,8,351465,0,0,"No Data,No Data"
1179730214,2007-05-21T06:50:14Z,-26.654154,30.619354,1288.368,8,371487,0,0,"No Data,No Data"
1179730230,2007-05-21T06:50:30Z,-26.654445,30.619019,1289.061,8,41798,0,0,"No Data,No Data"
1179730263,2007-05-21T06:51:03Z,-26.655088,30.618458,1288.55,8,508776,0,0,"No Data,No Data"
1179730292,2007-05-21T06:51:32Z,-26.655722,30.618059,1288.394,8,589779,0,0,"No Data,No Data"
1179730306,2007-05-21T06:51:46Z,-26.656031,30.617906,1288.361,8,627386,0,0,"No Data,No Data"
1179730342,2007-05-21T06:52:22Z,-26.656889,30.617615,1285.782,8,727193,0,0,"No Data,No Data"
1179730350,2007-05-21T06:52:30Z,-26.657100,30.617558,1285.788,8,751405,0,0,"No Data,No Data"
1179730362,2007-05-21T06:52:42Z,-26.657389,30.617496,1286.0,8,784258,0,0,"No Data,No Data"
1179730370,2007-05-21T06:52:50Z,-26.657580,30.617488,1285.432,8,805591,0,0,"No Data,No Data"
1179730373,2007-05-21T06:52:53Z,-26.657659,30.617483,1284.886,8,814468,0,0,"No Data,No Data"
1179730377,2007-05-21T06:52:57Z,-26.657753,30.617513,1284.163,8,825465,0,0,"No Data,No Data"
1179730381,2007-05-21T06:53:01Z,-26.657753,30.617614,1284.104,8,835598,0,0,"No Data,No Data"
1179730388,2007-05-21T06:53:08Z,-26.657626,30.617750,1284.108,8,855175,0,0,"No Data,No Data"
1179730422,2007-05-21T06:53:42Z,-26.656866,30.618163,1285.0,8,949229,0,0,"No Data,No Data"
1179730459,2007-05-21T06:54:19Z,-26.655999,30.618546,1287.092,9,052935,0,0,"No Data,No Data"
1179730477,2007-05-21T06:54:37Z,-26.655590,30.618748,1287.432,9,102672,0,0,"No Data,No Data"
1179730493,2007-05-21T06:54:53Z,-26.655206,30.618919,1289.366,9,148634,0,0,"No Data,No Data"
1179730507,2007-05-21T06:55:07Z,-26.654908,30.619085,1290.144,9,185717,0,0,"No Data,No Data"
1179730522,2007-05-21T06:55:22Z,-26.654569,30.619268,1288.083,9,227616,0,0,"No Data,No Data"
1179730527,2007-05-21T06:55:27Z,-26.654427,30.619291,1287.612,9,243528,0,0,"No Data,No Data"
1179730544,2007-05-21T06:55:44Z,-26.654749,30.618978,1289.129,9,290991,0,0,"No Data,No Data"
1179730562,2007-05-21T06:56:02Z,-26.655103,30.618710,1288.585,9,33858,0,0,"No Data,No Data"
1179730592,2007-05-21T06:56:32Z,-26.655767,30.618309,1288.02,9,422588,0,0,"No Data,No Data"
1179730623,2007-05-21T06:57:03Z,-26.656457,30.617938,1286.176,9,507855,0,0,"No Data,No Data"
1179730637,2007-05-21T06:57:17Z,-26.656804,30.617810,1285.444,9,548582,0,0,"No Data,No Data"
1179730658,2007-05-21T06:57:38Z,-26.657293,30.617654,1285.301,9,605219,0,0,"No Data,No Data"
1179730671,2007-05-21T06:57:51Z,-26.657611,30.617561,1284.933,9,641869,0,0,"No Data,No Data"
1179730677,2007-05-21T06:57:57Z,-26.657753,30.617530,1284.153,9,658069,0,0,"No Data,No Data"
1179730685,2007-05-21T06:58:05Z,-26.657957,30.617508,1283.331,9,680982,0,0,"No Data,No Data"
1179730688,2007-05-21T06:58:08Z,-26.658036,30.617503,1283.059,9,689795,0,0,"No Data,No Data"
1179730693,2007-05-21T06:58:13Z,-26.658145,30.617536,1283.149,9,702384,0,0,"No Data,No Data"
1179730697,2007-05-21T06:58:17Z,-26.658051,30.617589,1282.697,9,714127,0,0,"No Data,No Data"
1179730728,2007-05-21T06:58:48Z,-26.657324,30.617864,1284.434,9,799514,0,0,"No Data,No Data"
1179730759,2007-05-21T06:59:19Z,-26.656571,30.618143,1285.343,9,887804,0,0,"No Data,No Data"
1179730774,2007-05-21T06:59:34Z,-26.656222,30.618293,1286.599,9,929404,0,0,"No Data,No Data"
1179730787,2007-05-21T06:59:47Z,-26.655921,30.618417,1287.477,9,96512,0,0,"No Data,No Data"
1179730796,2007-05-21T06:59:56Z,-26.655713,30.618514,1287.346,9,990172,0,0,"No Data,No Data"
1179730806,2007-05-21T07:00:06Z,-26.655470,30.618556,1287.504,10,01751,0,0,"No Data,No Data"
1179730832,2007-05-21T07:00:32Z,-26.655977,30.618092,1287.48,10,09049,0,0,"No Data,No Data"
1179730851,2007-05-21T07:00:51Z,-26.656376,30.617806,1286.981,10,14328,0,0,"No Data,No Data"
1179730870,2007-05-21T07:01:10Z,-26.656788,30.617582,1286.263,10,19435,0,0,"No Data,No Data"
1179730886,2007-05-21T07:01:26Z,-26.657163,30.617411,1286.067,10,23952,0,0,"No Data,No Data"
1179730908,2007-05-21T07:01:48Z,-26.657677,30.617163,1285.497,10,30188,0,0,"No Data,No Data"
1179730915,2007-05-21T07:01:55Z,-26.657835,30.617101,1285.227,10,3205,0,0,"No Data,No Data"
1179730924,2007-05-21T07:02:04Z,-26.658053,30.617033,1284.685,10,34577,0,0,"No Data,No Data"
1179730931,2007-05-21T07:02:11Z,-26.658224,30.617060,1284.228,10,36507,0,0,"No Data,No Data"
1179730947,2007-05-21T07:02:27Z,-26.657881,30.617244,1284.549,10,40741,0,0,"No Data,No Data"
1179730963,2007-05-21T07:02:43Z,-26.657501,30.617392,1285.989,10,45214,0,0,"No Data,No Data"
1179730991,2007-05-21T07:03:11Z,-26.656822,30.617639,1285.937,10,53163,0,0,"No Data,No Data"
1179731013,2007-05-21T07:03:33Z,-26.656294,30.617831,1287.417,10,59338,0,0,"No Data,No Data"
1179731022,2007-05-21T07:03:42Z,-26.656081,30.617894,1288.265,10,61793,0,0,"No Data,No Data"
1179731032,2007-05-21T07:03:52Z,-26.655839,30.617948,1288.745,10,64533,0,0,"No Data,No Data"
1179731035,2007-05-21T07:03:55Z,-26.655839,30.617877,1289.26,10,65234,0,0,"No Data,No Data"
1179731059,2007-05-21T07:04:19Z,-26.656344,30.617504,1289.29,10,7197,0,0,"No Data,No Data"
1179731075,2007-05-21T07:04:35Z,-26.656707,30.617344,1287.412,10,76313,0,0,"No Data,No Data"
1179731107,2007-05-21T07:05:07Z,-26.657471,30.617080,1286.053,10,85216,0,0,"No Data,No Data"
1179731144,2007-05-21T07:05:44Z,-26.658395,30.616970,1283.574,10,95564,0,0,"No Data,No Data"
1179731157,2007-05-21T07:05:57Z,-26.658729,30.616956,1282.042,10,99294,0,0,"No Data,No Data"
1179731175,2007-05-21T07:06:15Z,-26.659160,30.616920,1282.894,11,04116,0,0,"No Data,No Data"
1179731181,2007-05-21T07:06:21Z,-26.659308,30.616860,1281.831,11,05871,0,0,"No Data,No Data"
1179731204,2007-05-21T07:06:44Z,-26.658743,30.616771,1282.326,11,12221,0,0,"No Data,No Data"
1179731219,2007-05-21T07:06:59Z,-26.658363,30.616779,1283.848,11,16448,0,0,"No Data,No Data"
1179731245,2007-05-21T07:07:25Z,-26.657726,30.616814,1286.468,11,2354,0,0,"No Data,No Data"
1179731269,2007-05-21T07:07:49Z,-26.657115,30.616903,1287.205,11,30391,0,0,"No Data,No Data"
1179731281,2007-05-21T07:08:01Z,-26.656838,30.616964,1287.38,11,33524,0,0,"No Data,No Data"
1179731297,2007-05-21T07:08:17Z,-26.656429,30.617061,1289.711,11,3818,0,0,"No Data,No Data"
1179731309,2007-05-21T07:08:29Z,-26.656132,30.617109,1290.924,11,41519,0,0,"No Data,No Data"
1179731310,2007-05-21T07:08:30Z,-26.656098,30.617104,1291.0,11,41894,0,0,"No Data,No Data"
1179731315,2007-05-21T07:08:35Z,-26.656198,30.617047,1290.685,11,43146,0,0,"No Data,No Data"
1179731323,2007-05-21T07:08:43Z,-26.656380,30.616967,1290.032,11,45322,0,0,"No Data,No Data"
1179731341,2007-05-21T07:09:01Z,-26.656823,30.616858,1288.059,11,50372,0,0,"No Data,No Data"
1179731349,2007-05-21T07:09:09Z,-26.657018,30.616836,1287.672,11,52563,0,0,"No Data,No Data"
1179731363,2007-05-21T07:09:23Z,-26.657375,30.616790,1287.003,11,56565,0,0,"No Data,No Data"
1179731376,2007-05-21T07:09:36Z,-26.657679,30.616790,1286.556,11,59956,0,0,"No Data,No Data"
1179731386,2007-05-21T07:09:46Z,-26.657946,30.616781,1285.981,11,62933,0,0,"No Data,No Data"
1179731391,2007-05-21T07:09:51Z,-26.658070,30.616783,1285.497,11,64316,0,0,"No Data,No Data"
1179731400,2007-05-21T07:10:00Z,-26.658301,30.616786,1284.177,11,66898,0,0,"No Data,No Data"
1179731403,2007-05-21T07:10:03Z,-26.658348,30.616776,1283.926,11,6743,0,0,"No Data,No Data"
1179731407,2007-05-21T07:10:07Z,-26.658240,30.616809,1284.497,11,68676,0,0,"No Data,No Data"
1179731417,2007-05-21T07:10:17Z,-26.657992,30.616855,1285.545,11,71468,0,0,"No Data,No Data"
1179731439,2007-05-21T07:10:39Z,-26.657439,30.616938,1286.24,11,77676,0,0,"No Data,No Data"
1179731457,2007-05-21T07:10:57Z,-26.657001,30.617023,1286.941,11,8262,0,0,"No Data,No Data"
1179731463,2007-05-21T07:11:03Z,-26.656854,30.617053,1287.322,11,84274,0,0,"No Data,No Data"
1179731470,2007-05-21T07:11:10Z,-26.656691,30.617081,1287.912,11,86109,0,0,"No Data,No Data"
1179731472,2007-05-21T07:11:12Z,-26.656643,30.617057,1288.169,11,86688,0,0,"No Data,No Data"
1179731483,2007-05-21T07:11:23Z,-26.656903,30.616956,1287.146,11,8976,0,0,"No Data,No Data"
1179731510,2007-05-21T07:11:50Z,-26.657567,30.616805,1286.5,11,97312,0,0,"No Data,No Data"
1179731523,2007-05-21T07:12:03Z,-26.657884,30.616771,1286.239,12,00858,0,0,"No Data,No Data"
1179731545,2007-05-21T07:12:25Z,-26.658424,30.616704,1283.628,12,0691,0,0,"No Data,No Data"
1179731561,2007-05-21T07:12:41Z,-26.658818,30.616667,1282.254,12,11315,0,0,"No Data,No Data"
1179731566,2007-05-21T07:12:46Z,-26.658953,30.616655,1281.991,12,12825,0,0,"No Data,No Data"
1179731574,2007-05-21T07:12:54Z,-26.659145,30.616652,1281.953,12,14973,0,0,"No Data,No Data"
1179731578,2007-05-21T07:12:58Z,-26.659042,30.616702,1282.071,12,16223,0,0,"No Data,No Data"
1179731586,2007-05-21T07:13:06Z,-26.658848,30.616754,1282.1,12,18445,0,0,"No Data,No Data"
1179731605,2007-05-21T07:13:25Z,-26.658379,30.616866,1283.715,12,23781,0,0,"No Data,No Data"
1179731620,2007-05-21T07:13:40Z,-26.658007,30.616942,1285.18,12,27984,0,0,"No Data,No Data"
1179731625,2007-05-21T07:13:45Z,-26.657898,30.616976,1285.452,12,29241,0,0,"No Data,No Data"
1179731629,2007-05-21T07:13:49Z,-26.657804,30.616978,1285.781,12,30284,0,0,"No Data,No Data"
1179731632,2007-05-21T07:13:52Z,-26.657882,30.616956,1285.577,12,31186,0,0,"No Data,No Data"
1179731642,2007-05-21T07:14:02Z,-26.658131,30.616876,1284.902,12,34076,0,0,"No Data,No Data"
1179731647,2007-05-21T07:14:07Z,-26.658240,30.616843,1284.457,12,35334,0,0,"No Data,No Data"
1179731652,2007-05-21T07:14:12Z,-26.658363,30.616829,1283.826,12,36717,0,0,"No Data,No Data"
1179731656,2007-05-21T07:14:16Z,-26.658470,30.616813,1283.244,12,37927,0,0,"No Data,No Data"
1179731663,2007-05-21T07:14:23Z,-26.658637,30.616789,1282.504,12,39811,0,0,"No Data,No Data"
1179731668,2007-05-21T07:14:28Z,-26.658758,30.616774,1282.288,12,41168,0,0,"No Data,No Data"
1179731672,2007-05-21T07:14:32Z,-26.658863,30.616757,1282.063,12,4235,0,0,"No Data,No Data"
1179731673,2007-05-21T07:14:33Z,-26.658863,30.616740,1282.068,12,42512,0,0,"No Data,No Data"
1179731678,2007-05-21T07:14:38Z,-26.658727,30.616735,1282.436,12,44018,0,0,"No Data,No Data"
1179731683,2007-05-21T07:14:43Z,-26.658607,30.616733,1282.776,12,45352,0,0,"No Data,No Data"
1179731693,2007-05-21T07:14:53Z,-26.658363,30.616762,1283.855,12,4808,0,0,"No Data,No Data"
1179731699,2007-05-21T07:14:59Z,-26.658209,30.616771,1284.724,12,49792,0,0,"No Data,No Data"
1179731703,2007-05-21T07:15:03Z,-26.658116,30.616739,1285.356,12,50867,0,0,"No Data,No Data"
1179731708,2007-05-21T07:15:08Z,-26.658225,30.616689,1284.747,12,52177,0,0,"No Data,No Data"
1179731722,2007-05-21T07:15:22Z,-26.658576,30.616610,1283.15,12,56166,0,0,"No Data,No Data"
1179731731,2007-05-21T07:15:31Z,-26.658788,30.616612,1282.362,12,5853,0,0,"No Data,No Data"
1179731740,2007-05-21T07:15:40Z,-26.659012,30.616615,1281.917,12,61031,0,0,"No Data,No Data"
1179731746,2007-05-21T07:15:46Z,-26.659175,30.616607,1281.755,12,62852,0,0,"No Data,No Data"
1179731754,2007-05-21T07:15:54Z,-26.659381,30.616607,1281.014,12,65153,0,0,"No Data,No Data"
1179731755,2007-05-21T07:15:55Z,-26.659396,30.616593,1280.911,12,65368,0,0,"No Data,No Data"
1179731764,2007-05-21T07:16:04Z,-26.659175,30.616557,1281.576,12,67849,0,0,"No Data,No Data"
1179731775,2007-05-21T07:16:15Z,-26.658908,30.616532,1281.966,12,70825,0,0,"No Data,No Data"
1179731786,2007-05-21T07:16:26Z,-26.658637,30.616537,1282.905,12,73838,0,0,"No Data,No Data"
1179731796,2007-05-21T07:16:36Z,-26.658362,30.616525,1284.347,12,76891,0,0,"No Data,No Data"
1179731816,2007-05-21T07:16:56Z,-26.657884,30.616568,1286.971,12,82224,0,0,"No Data,No Data"
